Version,id,Level,M3 start,M3 finish,Crystall free,Get gold,Get food,Get stuff,Buy gold,Buy food,Buy stuff,Get bonus,Buy bonus,Quest complete,Buy energy,Buy charge,Buy amulet,Collection complete
v1,679542,5,81,51,12,13719,2703,1734,823,162,35,24,23,5,6,3,3,2
v2,964862,2,18,17,7,1445,1088,0,0,0,0,0,1,2,0,0,0,0
v2,976995,6,66,48,12,14928,4032,3408,299,81,102,8,16,5,6,6,4,3
v2,904899,9,142,116,21,44892,16356,15544,449,491,155,14,46,22,12,10,7,7
v2,972271,5,114,60,11,20760,5340,2940,208,160,88,10,38,10,5,3,4,2
v1,547953,8,170,85,18,26265,9095,8585,1576,728,343,34,31,15,4,4,6,2
v1,491297,10,190,163,26,58680,28036,28851,1174,1121,866,72,13,29,5,8,7,4
v2,863337,6,74,53,15,17490,4293,4399,350,129,44,7,27,5,6,4,3,3
v1,682118,3,35,33,8,8019,1518,0,401,106,0,0,7,4,0,0,0,0
v1,697041,3,31,29,7,6206,1131,0,248,68,0,0,6,4,1,0,2,0
v1,615609,7,81,69,10,27600,5934,5796,1380,297,232,30,8,12,7,6,4,3
v2,875118,8,190,91,15,35035,13468,11011,350,269,110,11,51,15,7,5,4,4
v1,579672,6,64,57,10,14478,4902,3078,579,343,123,24,6,7,4,7,4,3
v2,859859,5,107,50,15,15150,4450,2050,455,89,21,7,34,8,5,2,3,2
v1,489269,1,5,5,5,1067,0,0,0,0,0,0,0,2,0,0,0,0
v2,866932,7,93,76,15,29716,8360,5624,594,334,112,14,25,11,3,5,5,3
v1,591739,1,5,5,5,1055,0,0,0,0,0,0,0,2,0,0,0,0
v1,612252,3,34,31,9,6107,1550,0,183,109,0,0,6,4,0,0,0,0
v2,863972,6,64,47,17,14758,3807,4042,148,114,40,7,24,8,2,4,3,3
v1,488177,5,87,54,11,15066,3294,2700,452,264,54,22,25,8,2,2,2,1
v1,580370,6,55,46,14,11684,3864,2760,467,193,138,19,6,8,1,4,5,3
v1,629689,1,4,4,5,1056,0,0,0,0,0,0,0,2,0,0,0,0
v2,979251,3,35,33,7,7656,1650,0,383,83,0,0,6,4,3,0,1,0
v2,855303,9,141,118,25,45194,17228,15930,678,517,159,17,40,17,6,10,6,7
v1,663844,7,83,70,17,21490,7770,5880,645,389,235,32,8,11,2,7,3,3
v2,866932,1,4,4,5,1052,0,0,0,0,0,0,0,2,0,0,0,0
v1,629784,1,4,4,5,1061,0,0,0,0,0,0,0,2,0,0,0,0
v1,519621,1,5,5,5,1055,0,0,0,0,0,0,0,2,0,0,0,0
v1,643779,6,64,56,10,16800,4200,3584,672,252,179,25,10,11,1,4,3,3
v1,471214,7,81,68,10,25228,5780,5508,1261,347,110,28,10,8,4,5,4,4
v2,906217,3,35,33,9,7161,1452,0,358,73,0,0,5,4,1,0,0,0
v1,679952,1,5,5,5,1069,0,0,0,0,0,0,0,2,0,0,0,0
v2,888448,7,94,78,16,28236,8268,6084,1129,248,61,12,30,14,3,4,3,3
v1,493284,2,16,16,7,1360,1058,0,0,0,0,0,2,2,0,0,0,0
v1,491297,3,33,31,7,5053,1457,0,202,73,0,0,6,4,0,0,1,0
v1,643975,10,164,143,16,56199,25025,22165,1124,751,443,64,14,23,8,11,8,4
v1,669751,4,37,33,10,5379,1386,2584,215,111,0,17,7,10,1,2,2,2
v1,596876,1,5,5,5,1065,0,0,0,0,0,0,0,2,0,0,0,0
v2,915584,5,115,54,11,17064,4482,2700,341,90,54,10,36,8,9,3,3,2
v2,980292,3,33,32,8,4832,1216,0,242,97,0,0,5,4,0,0,2,0
v1,514526,6,53,47,10,11938,2538,3196,716,178,160,23,8,6,1,7,3,3
v2,954230,3,29,27,9,6237,1215,0,312,61,0,0,5,4,0,0,2,0
v1,473325,5,92,54,12,14580,2970,2214,583,238,89,26,24,11,6,2,2,1
v2,933444,1,4,4,5,1065,0,0,0,0,0,0,0,2,0,0,0,0
v2,904592,4,44,38,12,6992,1710,3610,280,51,0,4,6,8,3,3,0,3
v1,568548,1,5,5,5,1057,0,0,0,0,0,0,0,2,0,0,0,0
v1,600309,7,99,84,15,29484,6972,7812,885,558,234,34,11,13,7,6,3,3
v2,852048,2,18,17,7,1649,850,0,0,0,0,0,1,2,0,0,0,0
v1,636425,2,16,15,6,1305,1058,0,0,0,0,0,2,2,0,0,0,0
v2,854648,3,34,32,7,7296,1280,0,292,102,0,0,5,4,0,0,0,0
v1,589122,4,33,30,9,6750,1290,2230,270,90,0,15,6,6,2,2,0,2
v1,626763,4,39,34,9,8330,1326,2020,417,106,0,17,7,7,0,3,0,2
v1,615609,4,40,36,11,5580,1764,2044,167,141,0,18,7,7,0,2,0,2
v2,908016,9,145,122,15,47946,19154,16836,479,575,337,18,38,23,9,8,6,6
v2,879101,3,25,25,7,4600,1050,0,138,74,0,0,6,4,2,0,2,0
v1,684169,9,150,126,16,42336,18018,13608,2540,901,272,63,8,23,9,8,4,4
v2,945759,4,39,33,11,7062,1584,2640,212,48,0,5,7,5,0,3,1,2
v1,482258,10,176,157,21,61544,25591,27789,1846,1280,834,66,9,24,11,11,8,4
v1,659824,3,35,33,7,6600,1617,0,396,97,0,0,7,4,1,0,1,0
v2,880599,3,30,28,8,5460,1260,0,328,88,0,0,6,4,1,0,0,0
v2,880894,7,93,78,13,29094,7644,6786,582,306,68,9,28,10,7,5,6,3
v2,965094,1,4,4,5,1064,0,0,0,0,0,0,0,2,0,0,0,0
v2,954713,3,34,32,9,5248,1120,0,262,56,0,0,5,4,3,0,1,0
v2,906217,4,36,30,10,4950,1710,2100,198,51,0,3,7,5,3,3,0,2
v1,530358,6,64,53,14,13462,3551,2703,404,284,81,24,7,8,1,6,4,4
v1,530358,3,27,24,8,3960,1032,0,158,62,0,0,5,4,0,0,2,0
v1,552729,2,16,15,6,1350,1052,0,0,0,0,0,2,2,0,0,0,0
v1,513596,1,5,5,5,1068,0,0,0,0,0,0,0,2,0,0,0,0
v1,568314,1,5,5,5,1067,0,0,0,0,0,0,0,2,0,0,0,0
v2,869072,1,5,5,5,1071,0,0,0,0,0,0,0,2,0,0,0,0
v1,482265,5,85,48,11,13344,2736,1632,534,192,49,19,21,6,1,1,2,2
v2,945036,4,40,34,11,8024,1598,3366,241,48,0,5,6,5,3,3,0,3
v2,853136,2,18,17,5,1462,1258,0,0,0,0,0,1,2,0,0,0,0
v1,637968,1,4,4,5,1070,0,0,0,0,0,0,0,2,0,0,0,0
v2,933906,1,5,5,5,1054,0,0,0,0,0,0,0,2,0,0,0,0
v2,959790,5,109,55,12,17875,4620,2365,536,185,24,6,37,10,6,2,4,2
v1,553503,2,16,16,7,1296,1079,0,0,0,0,0,2,2,0,0,0,0
v2,972271,2,17,16,5,1824,912,0,0,0,0,0,2,2,0,0,0,0
v2,916023,7,87,71,14,27619,7810,6248,829,312,187,9,28,13,7,7,6,3
v1,471214,1,5,5,5,1059,0,0,0,0,0,0,0,2,0,0,0,0
v2,875583,8,202,95,21,36575,15865,11780,366,317,118,12,48,15,7,5,7,4
v2,877401,6,77,59,13,20296,5192,5310,203,156,106,10,21,12,7,7,4,4
v1,632412,7,82,71,14,23075,6319,4189,692,379,168,31,11,13,7,7,3,4
v2,947572,4,38,33,13,7260,1947,3135,290,78,0,4,8,9,0,2,0,2
v1,632522,7,85,77,11,28952,6776,7623,1448,474,229,34,8,13,2,4,3,3
v1,589353,2,15,14,6,1680,1070,0,0,0,0,0,1,2,0,0,0,0
v2,947202,4,41,36,11,6984,1584,1908,279,48,0,6,6,5,0,3,1,2
v2,941497,2,17,16,7,1696,1120,0,0,0,0,0,2,2,0,0,0,0
v2,893609,10,184,144,27,63504,30096,24480,127,602,122,20,37,17,7,12,2,7
v1,682448,1,4,4,5,1059,0,0,0,0,0,0,0,2,0,0,0,0
v2,863015,3,29,27,7,6561,1026,0,394,72,0,0,6,4,0,0,0,0
v2,879101,5,105,59,11,18349,5723,2655,550,172,53,9,41,8,6,2,3,2
v2,927614,3,35,33,8,7359,1287,0,368,64,0,0,5,4,0,0,0,0
v1,476573,10,179,152,19,60496,23104,23104,1815,924,462,64,15,17,9,10,6,4
v1,677502,6,64,53,12,13621,3657,3074,817,183,123,24,8,8,2,7,4,3
v1,628118,4,39,34,9,6800,1258,2700,272,75,0,17,7,7,3,3,2,2
v1,557447,4,33,29,11,4466,1073,1899,179,64,0,15,6,6,0,3,0,2
v2,972455,1,5,5,5,1060,0,0,0,0,0,0,0,2,0,0,0,0
v2,859859,3,28,26,9,6500,1248,0,325,87,0,0,6,4,1,0,0,0
v1,514526,3,32,30,7,6570,1320,0,394,92,0,0,6,4,2,0,0,0
v1,491139,6,63,54,13,14958,3618,3240,748,253,162,27,10,9,3,4,6,3
v2,957886,2,17,16,5,1568,864,0,0,0,0,0,1,2,0,0,0,0
v1,602220,1,5,5,5,1052,0,0,0,0,0,0,0,2,0,0,0,0
v1,481618,9,148,127,18,41148,17653,15240,1234,1412,610,51,9,14,8,7,4,3
v1,603658,6,54,49,11,12740,2695,3087,510,135,62,20,7,8,5,6,6,3
v2,973948,1,4,4,5,1080,0,0,0,0,0,0,0,2,0,0,0,0
v2,931609,3,25,25,8,4625,1075,0,278,65,0,0,5,4,3,0,1,0
v1,617503,2,17,16,7,1408,1076,0,0,0,0,0,2,2,0,0,0,0
v2,886573,1,5,5,5,1054,0,0,0,0,0,0,0,2,0,0,0,0
v1,558489,8,187,99,13,32274,11187,10296,968,895,309,44,34,13,7,6,5,3
v1,543350,2,15,14,6,1582,1055,0,0,0,0,0,1,2,0,0,0,0
v2,869434,3,35,34,7,7820,1156,0,391,69,0,0,5,4,0,0,0,0
v2,881684,1,5,5,5,1059,0,0,0,0,0,0,0,2,0,0,0,0
v1,641774,6,61,53,15,14151,4982,3551,708,349,71,21,10,8,4,5,6,2
v2,897335,3,32,31,9,7006,1240,0,350,99,0,0,6,4,0,0,0,0
v1,531636,5,86,53,13,14310,3551,1696,859,249,51,22,21,5,6,2,3,2
v2,874278,4,36,31,11,6758,1705,2945,270,68,0,5,7,8,1,3,0,2
v2,911914,2,17,16,7,1552,1168,0,0,0,0,0,1,2,0,0,0,0
v2,908984,2,18,17,5,1462,935,0,0,0,0,0,1,2,0,0,0,0
v2,891013,1,4,4,5,1071,0,0,0,0,0,0,0,2,0,0,0,0
v2,854367,5,122,66,14,21978,6006,3234,659,180,32,7,40,11,7,3,4,2
v1,473211,3,26,23,8,5014,782,0,201,47,0,0,5,4,1,0,1,0
v1,520435,3,31,29,7,5742,1276,0,172,102,0,0,6,4,0,0,2,0
v1,560170,5,93,59,11,17110,3009,2183,856,241,44,27,28,6,5,3,2,2
v2,885842,3,25,24,7,5256,1152,0,158,58,0,0,5,4,1,0,0,0
v1,651954,8,175,103,12,34917,12566,11948,1048,880,478,47,39,11,3,4,4,3
v2,902193,10,220,174,26,71340,34974,32712,285,350,98,31,54,28,10,10,2,8
v1,621041,7,100,86,14,27864,10320,7740,1672,722,155,39,9,13,5,7,5,3
v2,863815,6,60,44,15,14476,3608,3476,290,144,35,7,18,7,4,5,5,3
v1,684169,7,92,82,13,31816,6724,8118,1909,471,244,40,11,8,5,4,4,2
v1,639572,4,32,28,9,4984,868,1616,150,43,0,14,6,6,1,2,0,2
v1,629689,3,31,28,8,6020,1344,0,361,81,0,0,6,4,1,0,2,0
v1,535977,9,150,134,21,45560,15276,17286,2734,1069,691,64,8,20,7,6,6,4
v1,492198,7,84,71,10,27406,6887,6035,822,344,241,32,10,9,7,6,6,3
v1,684396,9,138,115,14,35650,15870,12995,1070,794,260,47,9,17,4,8,7,3
v2,907494,4,35,29,9,5539,1160,2523,222,46,0,4,8,9,1,2,0,2
v2,880210,3,30,29,7,6989,1276,0,210,102,0,0,5,4,2,0,0,0
v2,904110,7,88,73,12,28251,7227,5256,1130,289,105,12,29,9,2,4,3,3
v2,904145,5,102,50,12,15850,4950,2450,159,99,74,6,34,5,7,3,4,2
v1,546345,1,5,5,5,1062,0,0,0,0,0,0,0,2,0,0,0,0
v1,645057,6,67,56,10,14280,3920,2800,857,274,84,24,9,7,1,6,6,3
v1,665628,9,156,133,16,42693,18487,13965,1708,1294,559,64,12,16,2,7,7,3
v2,869063,1,5,5,5,1051,0,0,0,0,0,0,0,2,0,0,0,0
v1,557447,2,18,17,7,1955,1057,0,0,0,0,0,2,2,0,0,0,0
v2,967787,7,100,83,17,31374,9130,6142,627,457,184,8,27,8,5,7,3,3
v2,869063,4,44,38,13,9006,1824,3762,270,73,0,6,8,9,0,2,2,2
v1,679810,4,36,32,11,7616,1440,1736,305,115,0,16,6,10,1,3,2,2
v1,641698,5,93,52,9,13520,4108,2080,541,329,62,21,22,5,2,3,2,2
v1,531636,1,5,5,5,1056,0,0,0,0,0,0,0,2,0,0,0,0
v1,517080,2,18,18,6,1962,1059,0,0,0,0,0,2,2,0,0,0,0
v2,926061,7,102,86,17,33970,9460,6192,1019,378,186,16,34,9,8,6,5,3
v2,855483,1,5,5,5,1071,0,0,0,0,0,0,0,2,0,0,0,0
v1,663026,1,5,5,5,1058,0,0,0,0,0,0,0,2,0,0,0,0
v1,491139,10,175,156,18,57408,24024,23712,1148,961,711,62,12,30,8,12,8,4
v1,677502,2,15,14,5,1540,1052,0,0,0,0,0,1,2,0,0,0,0
v2,964751,4,38,32,9,4960,1472,2784,198,44,0,4,8,7,2,2,2,2
v2,897445,10,220,176,30,72688,33440,33088,363,334,165,28,46,32,8,11,2,7
v2,854259,1,5,5,5,1060,0,0,0,0,0,0,0,2,0,0,0,0
v2,930563,4,41,35,9,5250,1995,1890,158,80,0,5,6,6,2,3,0,2
v2,952474,5,100,54,11,16200,5076,2322,486,102,23,11,36,5,6,2,4,2
v2,927614,6,70,52,17,17108,4316,4212,171,173,42,7,22,7,6,7,3,4
v2,955697,9,146,123,25,46986,18942,15744,658,379,157,23,47,21,5,10,4,6
v2,868039,2,17,16,5,1584,1120,0,0,0,0,0,1,2,0,0,0,0
v2,955448,1,5,5,5,1053,0,0,0,0,0,0,0,2,0,0,0,0
v1,521162,2,18,18,6,1674,1059,0,0,0,0,0,2,2,0,0,0,0
v1,473325,6,67,59,13,17110,4779,3481,513,335,139,25,6,11,1,4,4,3
v2,855658,7,85,68,14,25500,7412,5984,765,296,180,7,22,12,6,7,4,3
v1,632522,3,25,23,8,4485,1127,0,269,56,0,0,5,4,1,0,2,0
v2,929239,7,93,74,14,27158,7770,5920,543,311,59,8,28,13,5,7,3,3
v1,535977,1,4,4,5,1063,0,0,0,0,0,0,0,2,0,0,0,0
v1,554436,7,80,70,16,27650,5600,6370,1659,448,127,32,11,7,7,5,4,3
v2,890461,4,37,32,11,7264,1920,2880,218,77,0,6,6,7,0,3,1,2
v2,904455,7,104,87,15,34017,8874,6525,680,444,65,17,35,17,3,7,6,4
v2,893595,4,40,34,13,8330,1394,3400,333,42,0,6,7,9,2,2,2,2
v1,641698,6,63,53,9,13992,4505,3392,420,270,136,21,10,9,3,6,4,3
v2,856372,8,200,102,18,38862,14892,14178,389,149,142,18,57,17,9,4,6,4
v1,515971,5,85,51,10,15045,4896,1683,903,392,34,23,26,6,6,3,3,2
v2,941497,1,5,5,5,1075,0,0,0,0,0,0,0,2,0,0,0,0
v1,684396,6,65,59,10,17228,4543,3481,861,227,174,25,9,9,3,4,3,2
v2,954087,10,216,168,24,68040,30744,29736,340,307,208,24,54,18,9,13,5,7
v1,514526,8,176,106,17,33496,13356,11342,1675,801,227,52,37,17,8,7,4,4
v2,857991,9,165,135,15,49815,18900,18090,249,378,181,27,47,16,11,10,3,5
v1,471214,3,28,26,8,4576,1170,0,229,59,0,0,5,4,1,0,1,0
v1,591739,4,35,30,9,7020,1140,2200,421,68,0,15,6,3,1,3,1,2
v1,527328,3,26,24,7,4632,984,0,185,79,0,0,5,4,0,0,2,0
v2,949435,3,30,29,8,7250,1131,0,290,68,0,0,5,4,0,0,1,0
v1,643058,3,25,23,9,3864,1081,0,232,65,0,0,5,4,0,0,0,0
v1,539872,9,151,128,22,43776,15104,14208,2627,1057,568,63,13,24,6,8,8,5
v1,625953,2,18,17,6,1547,1064,0,0,0,0,0,2,2,0,0,0,0
v2,980127,5,100,49,11,16023,4361,2156,160,87,65,7,34,8,3,2,4,2
v1,508315,2,17,16,5,1872,1066,0,0,0,0,0,2,2,0,0,0,0
v1,687193,6,63,55,13,15180,5445,2970,607,381,89,24,10,11,5,5,4,2
v2,981879,2,17,16,6,1472,1008,0,0,0,0,0,2,2,0,0,0,0
v2,980200,8,204,94,20,38446,13348,12784,769,133,256,9,53,17,6,3,5,4
v2,896477,7,100,83,12,32702,9130,6723,981,365,202,10,28,11,4,7,4,4
v1,514033,2,18,17,6,1530,1063,0,0,0,0,0,2,2,0,0,0,0
v1,527328,4,39,35,9,7910,1330,1840,237,67,0,18,7,11,0,3,1,2
v1,604681,6,57,48,11,13440,4368,3264,672,306,163,21,5,8,3,6,6,3
v1,546345,4,36,31,11,6138,1395,2550,246,112,0,16,6,3,2,3,0,2
v1,624083,5,100,62,13,17112,4650,1860,856,233,74,31,29,6,6,1,3,1
v1,654136,1,5,5,5,1066,0,0,0,0,0,0,0,2,0,0,0,0
v2,868039,5,100,57,15,18012,5415,2736,360,217,55,11,38,6,4,3,3,2
v1,468838,2,17,16,5,1888,1062,0,0,0,0,0,2,2,0,0,0,0
v1,514653,9,153,136,22,45288,13872,16320,2717,1110,653,54,8,16,6,8,4,4
v2,911796,8,195,99,17,38115,16434,12672,381,329,253,12,54,13,5,3,4,3
v1,487982,8,179,107,21,32528,13910,12733,1301,696,509,52,33,17,8,4,6,3
v1,635653,4,37,32,9,7712,1024,1928,308,82,0,16,6,6,3,2,2,2
v2,907494,2,18,17,7,1632,1241,0,0,0,0,0,2,2,0,0,0,0
v1,547211,7,82,69,12,20769,7521,3657,1246,526,110,31,8,10,7,5,6,3
v2,929239,4,39,33,10,8184,1518,1683,327,61,0,4,7,7,0,3,0,2
v2,860960,1,4,4,5,1077,0,0,0,0,0,0,0,2,0,0,0,0
v2,969780,7,97,79,18,30178,8374,6952,1207,335,70,9,25,12,3,4,6,3
v2,870261,7,93,77,14,29106,7469,5390,582,224,54,12,29,12,4,4,6,3
v2,916495,4,45,38,11,8398,1520,3154,252,61,0,8,8,6,1,3,0,3
v1,530358,8,173,90,14,27270,12330,9360,1636,863,281,40,30,15,7,5,3,3
v1,612055,9,160,139,23,44619,19738,15985,1339,1579,320,58,14,18,5,6,7,3
v1,504896,8,170,97,16,32883,12707,11155,986,635,335,42,30,16,8,5,4,3
v1,696504,1,4,4,5,1063,0,0,0,0,0,0,0,2,0,0,0,0
v1,489269,4,30,27,11,5319,1323,2161,266,106,0,14,5,3,2,3,0,2
v1,558489,9,140,119,19,38080,13685,12376,1142,958,495,56,6,14,4,6,5,4
v2,938368,4,42,35,12,5425,1470,1820,163,59,0,6,6,7,0,2,2,2
v1,645472,9,150,128,13,42112,17664,16640,1263,1236,333,54,13,14,7,8,5,4
v1,663844,5,90,58,13,17400,5394,1856,870,270,37,25,28,10,6,2,2,2
v1,510235,3,30,28,8,6188,1232,0,309,74,0,0,6,4,2,0,1,0
v1,679810,7,84,71,14,24140,6248,5680,724,375,227,32,9,11,3,5,6,3
v2,981943,7,85,71,18,25134,6887,5964,503,275,60,8,23,10,6,7,5,3
v1,507284,7,93,77,13,24486,8470,7623,979,508,229,32,9,13,6,7,3,4
v1,514653,1,4,4,5,1068,0,0,0,0,0,0,0,2,0,0,0,0
v1,613525,4,34,30,10,7350,1470,1660,441,118,0,15,6,3,2,3,1,2
v1,692812,2,18,17,7,1683,1062,0,0,0,0,0,2,2,0,0,0,0
v1,579672,7,91,80,13,27040,9520,5520,1352,571,166,33,9,12,6,7,4,4
v1,496145,2,16,15,6,1410,1052,0,0,0,0,0,2,2,0,0,0,0
v1,684169,2,15,14,6,1302,1067,0,0,0,0,0,1,2,0,0,0,0
v1,547306,6,61,54,10,14364,3132,2916,575,188,58,24,8,10,5,5,3,2
v2,945759,8,212,100,18,40900,14500,13600,409,145,136,11,53,18,10,3,6,3
v1,669106,1,5,5,5,1063,0,0,0,0,0,0,0,2,0,0,0,0
v1,510235,5,88,51,11,13719,4794,1683,823,384,50,24,23,7,4,3,3,1
v1,481230,2,17,17,6,1411,1058,0,0,0,0,0,2,2,0,0,0,0
v1,581492,4,32,29,11,5974,1160,1696,239,93,0,15,6,9,1,3,0,2
v2,957240,4,43,37,12,7770,1739,3108,311,70,0,6,8,9,1,2,0,2
v2,964281,4,35,30,11,4680,1350,2700,140,41,0,4,7,8,2,3,0,2
v1,663026,8,160,88,20,28864,9856,9240,1155,493,185,40,32,11,4,4,4,3
v2,885011,9,140,113,24,44635,15933,15368,670,319,307,12,38,18,10,7,3,7
v2,944748,6,63,45,16,14490,3600,3600,145,72,36,9,19,7,5,4,5,3
v1,535977,7,82,72,16,24480,7920,6552,1469,396,262,34,9,12,4,5,4,3
v2,905221,8,205,103,17,42127,17201,14420,421,344,144,12,56,18,6,4,6,4
v2,954713,5,100,55,14,16885,5445,2200,169,163,22,8,36,8,3,2,4,2
v1,678651,2,15,14,7,1582,1072,0,0,0,0,0,1,2,0,0,0,0
v2,916023,8,198,93,15,36084,14694,11904,722,147,119,17,52,15,10,5,7,4
v2,938367,8,212,98,18,39494,14112,13524,790,141,135,12,50,15,5,3,4,4
v1,624083,3,30,27,8,5427,1323,0,163,93,0,0,5,4,0,0,0,0
v2,874278,5,108,52,12,16900,4420,2184,507,177,22,7,35,9,5,2,4,2
v2,955697,2,15,14,6,1372,1064,0,0,0,0,0,2,2,0,0,0,0
v1,514526,10,172,150,24,52500,22650,26250,1050,680,525,75,12,26,7,11,8,5
v2,954087,2,16,15,6,1350,1170,0,0,0,0,0,2,2,0,0,0,0
v1,548249,9,148,132,13,43956,19536,13596,2637,1563,544,54,11,24,9,9,8,4
v2,904899,6,67,49,14,14994,4410,3822,300,132,76,5,24,6,3,6,6,3
v1,526904,3,33,30,7,6180,1440,0,371,86,0,0,6,4,0,0,1,0
v1,683798,7,100,84,10,32928,9072,7056,1317,454,282,36,9,12,4,6,6,3
v2,922167,2,16,15,6,1800,795,0,0,0,0,0,1,2,0,0,0,0
v1,553503,4,36,32,11,5568,1216,1768,223,73,0,16,6,3,3,2,0,2
v1,666541,2,16,15,5,1320,1060,0,0,0,0,0,2,2,0,0,0,0
v1,508315,4,40,34,9,5372,1292,2394,322,78,0,17,7,7,3,3,0,2
v2,957080,1,4,4,5,1064,0,0,0,0,0,0,0,2,0,0,0,0
v1,647969,7,97,87,14,29058,9831,7830,1162,492,157,41,9,17,7,4,6,3
v1,593602,2,17,17,7,1717,1051,0,0,0,0,0,2,2,0,0,0,0
v2,972005,8,194,95,16,39330,15390,12065,787,308,241,14,48,19,9,6,5,4
v2,959790,3,34,32,9,5024,1536,0,201,92,0,0,5,4,1,0,0,0
v1,692812,6,67,60,14,17400,3540,3780,522,212,151,24,12,10,2,6,6,3
v2,922500,2,17,16,7,1312,1184,0,0,0,0,0,1,2,0,0,0,0
v2,880217,10,197,152,22,66728,32072,26144,200,641,131,24,46,29,6,15,4,9
v1,559446,4,36,31,11,5394,1116,2395,216,89,0,16,6,6,1,2,1,2
v1,516448,8,190,103,12,33784,13287,11124,1014,797,445,41,33,11,6,6,6,4
v1,504896,3,35,32,8,7232,1056,0,362,63,0,0,6,4,1,0,0,0
v1,635653,2,18,17,6,1768,1071,0,0,0,0,0,2,2,0,0,0,0
v2,880599,4,44,37,11,9028,2035,2146,361,61,0,6,7,8,3,2,1,2
v2,903199,2,16,15,7,1260,960,0,0,0,0,0,1,2,0,0,0,0
v2,943882,3,27,26,7,6240,1222,0,187,73,0,0,6,4,3,0,1,0
v2,933906,5,117,59,11,19942,5723,2596,199,229,52,6,40,8,8,2,3,2
v2,874278,3,35,34,8,6154,1326,0,246,66,0,0,6,4,1,0,2,0
v2,898599,6,67,48,13,16272,4032,4128,163,161,83,10,22,8,2,7,4,4
v1,528742,1,4,4,5,1067,0,0,0,0,0,0,0,2,0,0,0,0
v1,681497,10,166,144,25,51120,23904,23328,1534,717,467,62,12,14,9,12,6,5
v1,602293,2,17,16,7,1696,1080,0,0,0,0,0,2,2,0,0,0,0
v2,910707,3,34,32,7,6016,960,0,301,67,0,0,6,4,0,0,1,0
v1,521330,1,5,5,5,1060,0,0,0,0,0,0,0,2,0,0,0,0
v1,602293,3,34,31,8,5115,1488,0,205,119,0,0,6,4,0,0,0,0
v2,869063,3,33,32,9,6976,1376,0,419,96,0,0,5,4,1,0,2,0
v2,980127,7,103,83,13,32536,8881,6557,976,266,66,12,25,16,2,5,3,3
v2,893595,2,17,16,5,1632,1168,0,0,0,0,0,2,2,0,0,0,0
v2,896477,2,17,16,6,1296,880,0,0,0,0,0,1,2,0,0,0,0
v1,493284,8,173,102,17,32028,13362,11832,1922,935,237,50,38,17,8,4,3,3
v1,478807,9,146,121,14,39204,14641,13189,1960,1025,528,57,11,12,9,8,7,4
v1,615609,6,51,43,14,10750,3182,2494,323,255,125,18,9,5,5,5,3,3
v2,902366,1,5,5,5,1054,0,0,0,0,0,0,0,2,0,0,0,0
v2,887605,4,38,33,11,5478,1584,3267,219,48,0,4,7,8,2,3,0,2
v2,960467,5,113,63,11,20286,6048,2583,203,121,52,8,38,8,3,3,4,2
v1,466050,7,95,80,10,28960,7120,6320,869,498,126,38,10,16,1,6,5,3
v1,692812,5,95,61,13,17995,4148,1830,720,290,37,31,29,6,4,2,3,2
v1,666541,1,4,4,5,1066,0,0,0,0,0,0,0,2,0,0,0,0
v2,904899,4,44,37,11,5846,1739,2775,175,70,0,4,6,9,2,3,0,2
v2,942486,2,17,16,5,1792,800,0,0,0,0,0,1,2,0,0,0,0
v2,943804,3,32,30,7,7350,1020,0,441,82,0,0,6,4,0,0,0,0
v2,926061,1,4,4,5,1068,0,0,0,0,0,0,0,2,0,0,0,0
v1,528742,2,18,17,6,1547,1080,0,0,0,0,0,2,2,0,0,0,0
v2,876116,3,33,31,7,6448,1364,0,387,95,0,0,6,4,0,0,2,0
v2,952474,6,75,56,16,18480,4984,4200,185,150,84,10,20,9,4,7,6,4
v2,965108,1,4,4,5,1060,0,0,0,0,0,0,0,2,0,0,0,0
v1,596876,4,39,34,11,6358,1190,1782,318,95,0,17,7,3,0,3,2,2
v1,682118,2,18,17,5,1598,1071,0,0,0,0,0,2,2,0,0,0,0
v1,684169,10,180,160,22,57280,25440,24000,1146,1018,480,80,8,24,4,9,7,4
v1,659824,8,164,92,19,29072,9292,9660,1163,743,386,42,33,17,4,6,4,3
v1,491139,4,30,27,10,5022,1134,1621,201,68,0,14,5,8,0,3,2,2
v2,875118,3,29,27,9,4887,837,0,195,42,0,0,6,4,3,0,1,0
v1,667397,3,26,24,8,4560,1200,0,182,84,0,0,5,4,0,0,2,0
v1,594285,3,27,25,8,4825,875,0,241,61,0,0,5,4,2,0,1,0
v1,546345,10,172,153,20,56916,27693,26316,1138,831,526,69,11,29,10,8,6,4
v1,492324,9,150,132,14,41844,13200,16236,1674,924,487,62,11,16,9,8,4,4
v2,967923,2,18,17,6,1377,1173,0,0,0,0,0,1,2,0,0,0,0
v2,981879,3,34,33,9,7326,1188,0,440,59,0,0,5,4,1,0,0,0
v2,879661,1,4,4,5,1060,0,0,0,0,0,0,0,2,0,0,0,0
v2,856623,5,116,66,15,22110,5676,3234,221,170,32,7,46,10,10,2,3,2
v1,466050,1,5,5,5,1068,0,0,0,0,0,0,0,2,0,0,0,0
v1,466050,8,181,101,18,33734,13433,11312,1349,806,226,48,35,16,3,4,3,3
v1,508944,4,35,31,9,6355,1178,2395,254,59,0,16,6,9,1,3,1,2
v1,682448,2,15,15,6,1470,1053,0,0,0,0,0,2,2,0,0,0,0
